brand_id,class_id,drive_id,Model,MSRP,DealerCost,EngineSize,Cylinders,HorsePower,MPG_City,MPG_Highway,Weight,Wheelbase,Length,car_id
28,2,2,Alero GX 2dr,18825,17642,2.2,4,140,24,32,2946,107,187,317
28,2,2,Alero GLS 2dr,23675,21485,3.4,6,170,20,29,3085,107,187,318
28,2,2,Silhouette GL,28790,26120,3.4,6,185,19,26,3948,120,201,319
29,1,2,Aztekt,21595,19810,3.4,6,185,19,26,3779,108,182,320
29,2,2,Sunfire 1SA 2dr,15495,14375,2.2,4,140,24,33,2771,104,182,321
29,2,2,Grand Am GT 2dr,22450,20595,3.4,6,175,20,29,3118,107,186,322
29,2,2,Grand Prix GT1 4dr,22395,20545,3.8,6,200,20,30,3477,111,198,323
29,2,2,Sunfire 1SC 2dr,17735,16369,2.2,4,140,24,33,2771,104,182,324
29,2,2,Grand Prix GT2 4dr,24295,22284,3.8,6,200,20,30,3484,111,198,325
29,2,2,Bonneville GXP 4dr,35995,32997,4.6,8,275,17,20,3790,112,203,326
29,2,2,Montana,23845,21644,3.4,6,185,19,26,3803,112,187,327
29,2,1,Montana EWB,31370,28454,3.4,6,185,18,24,4431,121,201,328
29,3,3,GTO 2dr,33500,30710,5.7,8,340,16,20,3725,110,190,329
29,4,3,Vibe,17045,15973,1.8,4,130,29,36,2701,102,172,330
30,1,1,Cayenne S,56665,49865,4.5,8,340,14,18,4950,112,188,331
30,3,3,911 Carrera convertible 2dr (coupe),79165,69229,3.6,6,315,18,26,3135,93,175,332
30,3,1,911 Carrera 4S coupe 2dr (convert),84165,72206,3.6,6,315,17,24,3240,93,175,333
30,3,3,911 Targa coupe 2dr,76765,67128,3.6,6,315,18,26,3119,93,175,334
30,3,3,911 GT2 2dr,192465,173560,3.6,6,477,17,24,3131,93,175,335
30,3,3,Boxster convertible 2dr,43365,37886,2.7,6,228,20,29,2811,95,170,336
30,3,3,Boxster S convertible 2dr,52365,45766,3.2,6,258,18,26,2911,95,170,337
31,2,2,9-3 Arc Sport 4dr,30860,29269,2.0,4,210,20,28,3175,105,183,338
31,2,2,9-3 Aero 4dr,33360,31562,2.0,4,210,20,28,3175,105,183,339
31,2,2,9-5 Arc 4dr,35105,33011,2.3,4,220,21,29,3470,106,190,340
31,2,2,9-5 Aero 4dr,39465,37721,2.3,4,250,21,29,3470,106,190,341
31,2,2,9-3 Arc convertible 2dr,40670,38520,2.0,4,210,21,29,3480,105,182,342
31,2,2,9-3 Aero convertible 2dr,43175,40883,2.0,4,210,21,30,3700,105,182,343
31,4,2,9-5 Aero,40845,38376,2.3,4,250,19,29,3620,106,190,344
32,1,1,VUE,20585,19238,2.2,4,143,21,26,3381,107,181,345
32,2,2,Ion1 4dr,10995,10319,2.2,4,140,26,35,2692,103,185,346
32,2,2,lon2 4dr,14300,13393,2.2,4,140,26,35,2692,103,185,347
32,2,2,lon3 4dr,15825,14811,2.2,4,140,26,35,2692,103,185,348
32,2,2,lon2 quad coupe 2dr,14850,13904,2.2,4,140,26,35,2751,103,185,349
32,2,2,lon3 quad coupe 2dr,16350,15299,2.2,4,140,26,35,2751,103,185,350
32,2,2,L300-2 4dr,21410,19801,3.0,6,182,20,28,3197,107,190,351
32,4,2,L300 2,23560,21779,2.2,4,140,24,34,3109,107,190,352
33,2,2,xA 4dr hatch,12965,12340,1.5,4,108,32,38,2340,93,154,353
33,4,2,xB,14165,13480,1.5,4,108,31,35,2425,98,155,354
34,2,1,Impreza 2.5 RS 4dr,19945,18399,2.5,4,165,22,28,2965,99,174,355
34,2,1,Legacy L 4dr,20445,18713,2.5,4,165,21,28,3285,104,184,356
34,2,1,Legacy GT 4dr,25645,23336,2.5,4,165,21,28,3395,104,184,357
34,2,1,Outback Limited Sedan 4dr,27145,24687,2.5,4,165,20,27,3495,104,184,358
34,2,1,Outback H6 4dr,29345,26660,3.0,6,212,19,26,3610,104,184,359
34,2,1,Outback H-6 VDC 4dr,31545,28603,3.0,6,212,19,26,3630,104,184,360
34,3,1,Impreza WRX 4dr,25045,23022,2.0,4,227,20,27,3085,99,174,361
34,3,1,Impreza WRX STi 4dr,31545,29130,2.5,4,300,18,24,3263,100,174,362
34,5,1,Baja,24520,22304,2.5,4,165,21,28,3485,104,193,363
34,4,1,Forester X,21445,19646,2.5,4,165,21,28,3090,99,175,364
34,4,1,Outback,23895,21773,2.5,4,165,21,28,3430,104,187,365
35,1,2,XL-7 EX,23699,22307,2.7,6,185,18,22,3682,110,187,366
35,1,1,Vitara LX,17163,16949,2.5,6,165,19,22,3020,98,163,367
35,2,2,Aeno S 4dr,12884,12719,2.3,4,155,25,31,2676,98,171,368
35,2,2,Aerio LX 4dr,14500,14317,2.3,4,155,25,31,2676,98,171,369
35,2,2,Forenza S 4dr,12269,12116,2.0,4,119,24,31,2701,102,177,370
35,2,2,Forenza EX 4dr,15568,15378,2.0,4,119,22,30,2756,102,177,371
35,2,2,Verona LX 4dr,17262,17053,2.5,6,155,20,27,3380,106,188,372
35,4,1,Aerio SX,16497,16291,2.3,4,155,24,29,2932,98,167,373
36,6,2,Prius 4dr (gas/electric),20510,18926,1.5,4,110,59,51,2890,106,175,374
36,1,1,Sequoia SR5,35695,31827,4.7,8,240,14,17,5270,118,204,375
36,1,2,4Runner SR5 V6,27710,24801,4.0,6,245,18,21,4035,110,189,376
36,1,1,Highlander V6,27930,24915,3.3,6,230,18,24,3935,107,185,377
36,1,1,Land Cruiser,54765,47986,4.7,8,325,13,17,5390,112,193,378
36,1,1,RAV4,20290,18553,2.4,4,161,22,27,3119,98,167,379
36,2,2,Corolla CE 4dr,14085,13065,1.8,4,130,32,40,2502,102,178,380
36,2,2,Corolla S 4dr,15030,13650,1.8,4,130,32,40,2524,102,178,381
36,2,2,Corolla LE 4dr,15295,13889,1.8,4,130,32,40,2524,102,178,382
36,2,2,Echo 2dr manual,10760,10144,1.5,4,108,35,43,2035,93,163,383
36,2,2,Echo 2dr auto,11560,10896,1.5,4,108,33,39,2085,93,163,384
36,2,2,Echo 4dr,11290,10642,1.5,4,108,35,43,2055,93,163,385
36,2,2,Camry LE 4dr,19560,17558,2.4,4,157,24,33,3086,107,189,386
36,2,2,Camry LE V6 4dr,22775,20325,3.0,6,210,21,29,3296,107,189,387
36,2,2,Camry Solara SE 2dr,19635,17722,2.4,4,157,24,33,3175,107,193,388
36,2,2,Camry Solara SE V6 2dr,21965,19819,3.3,6,225,20,29,3417,107,193,389
36,2,2,Avalon XL 4dr,26560,23693,3.0,6,210,21,29,3417,107,192,390
36,2,2,Camry XLE V6 4dr,25920,23125,3.0,6,210,21,29,3362,107,189,391
36,2,2,Camry Solara SLE V6 2dr,26510,23908,3.3,6,225,20,29,3439,107,193,392
36,2,2,Avalon XLS 4dr,30920,27271,3.0,6,210,21,29,3439,107,192,393
36,2,2,Sienna CE,23495,21198,3.3,6,230,19,27,4120,119,200,394
36,2,2,Sienna XLE Limited,28800,25690,3.3,6,230,19,27,4165,119,200,395
36,3,2,Celica GT-S 2dr,22570,20363,1.8,4,180,24,33,2500,102,171,396
36,3,3,MR2 Spyder convertible 2dr,25130,22787,1.8,4,138,26,32,2195,97,153,397
36,5,3,Tacoma,12800,11879,2.4,4,142,22,27,2750,103,191,398
36,5,3,Tundra Regular Cab V6,16495,14978,3.4,6,190,16,18,3925,128,218,399
36,5,1,Tundra Access Cab V6 SR5,25935,23520,3.4,6,190,14,17,4435,128,218,400
36,4,2,Matrix XR,16695,15156,1.8,4,130,29,36,2679,102,171,401
37,1,1,Touareg V6,35515,32243,3.2,6,220,15,20,5086,112,187,402
37,2,2,Golf GLS 4dr,18715,17478,2.0,4,115,24,31,2897,99,165,403
37,2,2,GTI 1.8T 2dr hatch,19825,18109,1.8,4,180,24,31,2934,99,168,404
37,2,2,Jetta GLS TDI 4dr,21055,19638,1.9,4,100,38,46,3003,99,172,405
37,2,2,New Beetle GLS 1.8T 2dr,21055,19638,1.8,4,150,24,31,2820,99,161,406
37,2,2,Jetta GLI VR6 4dr,23785,21686,2.8,6,200,21,30,3179,99,172,407
37,2,2,New Beetle GLS convertible 2dr,23215,21689,2.0,4,115,24,30,3082,99,161,408
37,2,2,Passat GLS 4dr,23955,21898,1.8,4,170,22,31,3241,106,185,409
37,2,2,Passat GLX V6 4MOTION 4dr,33180,30583,2.8,6,190,19,26,3721,106,185,410
37,2,2,Passat W8 4MOTION 4dr,39235,36052,4.0,8,270,18,25,3953,106,185,411
37,2,2,Phaeton 4dr,65000,59912,4.2,8,335,16,22,5194,118,204,412
37,2,2,Phaeton W12 4dr,75000,69130,6.0,12,420,12,19,5399,118,204,413
37,4,2,Jetta GL,19005,17427,2.0,4,115,24,30,3034,99,174,414
37,4,2,Passat GLS 1.8T,24955,22801,1.8,4,170,22,31,3338,106,184,415
37,4,2,Passat W8,40235,36956,4.0,8,270,18,25,4067,106,184,416
38,1,1,XC90 T6,41250,38851,2.9,6,268,15,20,4638,113,189,417
38,2,2,S40 4dr,25135,23701,1.9,4,170,22,29,2767,101,178,418
38,2,1,S60 2.5 4dr,31745,29916,2.5,5,208,20,27,3903,107,180,419
38,2,2,S60 T5 4dr,34845,32902,2.3,5,247,20,28,3766,107,180,420
38,2,1,S60 R 4dr,37560,35382,2.5,5,300,18,25,3571,107,181,421
38,2,2,S80 2.9 4dr,37730,35542,2.9,6,208,20,28,3576,110,190,422
38,2,1,S80 2.5T 4dr,37885,35688,2.5,5,194,20,27,3691,110,190,423
38,2,2,C70 LPT convertible 2dr,40565,38203,2.4,5,197,21,28,3450,105,186,424
38,2,2,C70 HPT convertible 2dr,42565,40083,2.3,5,242,20,26,3450,105,186,425
38,2,2,S80 T6 4dr,45210,42573,2.9,6,268,19,26,3653,110,190,426
38,4,2,V40,26135,24641,1.9,4,170,22,29,2822,101,180,427
38,4,1,XC70,35145,33112,2.5,5,208,20,27,3823,109,186,428
